algorithm_id	artifact_id	artifact_revision	artifact_sha256	backend	canonical_v1_model_id	capabilities	class_name	default_params	environment	evidence_class	evidence_revision	execution_kind	execution_path	execution_surface	family	implementation_id	library	license	model_id	notes	package	priority	provider_script	repo_id	revision	routability	runtime_certified	runtime_status	source_alias	source_kind	source_revision	source_version	surface	task	variant_id
catboostclassifier					catboost-classifier	"[""probability"", ""exogenous""]"	CatBoostClassifier			SOURCE_DECLARED				broad_v1	tree	catboost-classifier	catboost		catboost-classifier							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoarima					sf-autoarima	"[""position""]"	AutoARIMA			SOURCE_DECLARED				broad_v1	arima	sf-autoarima	statsforecast		sf-autoarima							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoets					sf-autoets	"[""position""]"	AutoETS			SOURCE_DECLARED				broad_v1	exponential_smoothing	sf-autoets	statsforecast		sf-autoets							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoces					sf-autoces	"[""position""]"	AutoCES			SOURCE_DECLARED				broad_v1	exponential_smoothing	sf-autoces	statsforecast		sf-autoces							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotheta					sf-autotheta	"[""position""]"	AutoTheta			SOURCE_DECLARED				broad_v1	theta	sf-autotheta	statsforecast		sf-autotheta							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
automfles					sf-automfles	"[""position""]"	AutoMFLES			SOURCE_DECLARED				broad_v1	decomposition	sf-automfles	statsforecast		sf-automfles							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotbats					sf-autotbats	"[""position""]"	AutoTBATS			SOURCE_DECLARED				broad_v1	decomposition	sf-autotbats	statsforecast		sf-autotbats							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
arima					sf-arima	"[""position""]"	ARIMA			SOURCE_DECLARED				broad_v1	arima	sf-arima	statsforecast		sf-arima							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoregressive					sf-autoregressive	"[""position""]"	AutoRegressive			SOURCE_DECLARED				broad_v1	arima	sf-autoregressive	statsforecast		sf-autoregressive							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
simpleexponentialsmoothing					sf-simpleexponentialsmoothing	"[""position""]"	SimpleExponentialSmoothing			SOURCE_DECLARED				broad_v1	exponential_smoothing	sf-simpleexponentialsmoothing	statsforecast		sf-simpleexponentialsmoothing							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
simpleexponentialsmoothingoptimized					sf-simpleexponentialsmoothingoptimized	"[""position""]"	SimpleExponentialSmoothingOptimized			SOURCE_DECLARED				broad_v1	exponential_smoothing	sf-simpleexponentialsmoothingoptimized	statsforecast		sf-simpleexponentialsmoothingoptimized							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
seasonalexponentialsmoothing					sf-seasonalexponentialsmoothing	"[""position""]"	SeasonalExponentialSmoothing			SOURCE_DECLARED				broad_v1	exponential_smoothing	sf-seasonalexponentialsmoothing	statsforecast		sf-seasonalexponentialsmoothing							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
seasonalexponentialsmoothingoptimized					sf-seasonalexponentialsmoothingoptimized	"[""position""]"	SeasonalExponentialSmoothingOptimized			SOURCE_DECLARED				broad_v1	exponential_smoothing	sf-seasonalexponentialsmoothingoptimized	statsforecast		sf-seasonalexponentialsmoothingoptimized							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
holt					sf-holt	"[""position""]"	Holt			SOURCE_DECLARED				broad_v1	exponential_smoothing	sf-holt	statsforecast		sf-holt							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
holtwinters					sf-holtwinters	"[""position""]"	HoltWinters			SOURCE_DECLARED				broad_v1	exponential_smoothing	sf-holtwinters	statsforecast		sf-holtwinters							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
historicaverage					sf-historicaverage	"[""position""]"	HistoricAverage			SOURCE_DECLARED				broad_v1	baseline	sf-historicaverage	statsforecast		sf-historicaverage	mandatory control						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
naive					sf-naive	"[""position""]"	Naive			SOURCE_DECLARED				broad_v1	baseline	sf-naive	statsforecast		sf-naive	mandatory control						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
randomwalkwithdrift					sf-randomwalkwithdrift	"[""position""]"	RandomWalkWithDrift			SOURCE_DECLARED				broad_v1	baseline	sf-randomwalkwithdrift	statsforecast		sf-randomwalkwithdrift							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
seasonalnaive					sf-seasonalnaive	"[""position""]"	SeasonalNaive			SOURCE_DECLARED				broad_v1	baseline	sf-seasonalnaive	statsforecast		sf-seasonalnaive	mandatory control						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
conformalseasonalpool					sf-conformalseasonalpool	"[""position"", ""probability""]"	ConformalSeasonalPool			SOURCE_DECLARED				broad_v1	conformal	sf-conformalseasonalpool	statsforecast		sf-conformalseasonalpool							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
windowaverage					sf-windowaverage	"[""position""]"	WindowAverage			SOURCE_DECLARED				broad_v1	baseline	sf-windowaverage	statsforecast		sf-windowaverage							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
seasonalwindowaverage					sf-seasonalwindowaverage	"[""position""]"	SeasonalWindowAverage			SOURCE_DECLARED				broad_v1	baseline	sf-seasonalwindowaverage	statsforecast		sf-seasonalwindowaverage							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
adida					sf-adida	"[""position""]"	ADIDA			SOURCE_DECLARED				broad_v1	intermittent	sf-adida	statsforecast		sf-adida							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
crostonclassic					sf-crostonclassic	"[""position""]"	CrostonClassic			SOURCE_DECLARED				broad_v1	intermittent	sf-crostonclassic	statsforecast		sf-crostonclassic							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
crostonoptimized					sf-crostonoptimized	"[""position""]"	CrostonOptimized			SOURCE_DECLARED				broad_v1	intermittent	sf-crostonoptimized	statsforecast		sf-crostonoptimized							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
crostonsba					sf-crostonsba	"[""position""]"	CrostonSBA			SOURCE_DECLARED				broad_v1	intermittent	sf-crostonsba	statsforecast		sf-crostonsba							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
imapa					sf-imapa	"[""position""]"	IMAPA			SOURCE_DECLARED				broad_v1	intermittent	sf-imapa	statsforecast		sf-imapa							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tsb					sf-tsb	"[""position""]"	TSB			SOURCE_DECLARED				broad_v1	intermittent	sf-tsb	statsforecast		sf-tsb							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
mstl					sf-mstl	"[""position""]"	MSTL			SOURCE_DECLARED				broad_v1	decomposition	sf-mstl	statsforecast		sf-mstl							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
mfles					sf-mfles	"[""position""]"	MFLES			SOURCE_DECLARED				broad_v1	decomposition	sf-mfles	statsforecast		sf-mfles							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tbats					sf-tbats	"[""position""]"	TBATS			SOURCE_DECLARED				broad_v1	decomposition	sf-tbats	statsforecast		sf-tbats							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
theta					sf-theta	"[""position""]"	Theta			SOURCE_DECLARED				broad_v1	theta	sf-theta	statsforecast		sf-theta							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
optimizedtheta					sf-optimizedtheta	"[""position""]"	OptimizedTheta			SOURCE_DECLARED				broad_v1	theta	sf-optimizedtheta	statsforecast		sf-optimizedtheta							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
dynamictheta					sf-dynamictheta	"[""position""]"	DynamicTheta			SOURCE_DECLARED				broad_v1	theta	sf-dynamictheta	statsforecast		sf-dynamictheta							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
dynamicoptimizedtheta					sf-dynamicoptimizedtheta	"[""position""]"	DynamicOptimizedTheta			SOURCE_DECLARED				broad_v1	theta	sf-dynamicoptimizedtheta	statsforecast		sf-dynamicoptimizedtheta							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
garch					sf-garch	"[""position""]"	GARCH			SOURCE_DECLARED				broad_v1	volatility	sf-garch	statsforecast		sf-garch							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
arch					sf-arch	"[""position""]"	ARCH			SOURCE_DECLARED				broad_v1	volatility	sf-arch	statsforecast		sf-arch							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
sklearnmodel					sf-sklearnmodel	"[""position""]"	SklearnModel			SOURCE_DECLARED				broad_v1	wrapper	sf-sklearnmodel	statsforecast		sf-sklearnmodel							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
constantmodel					sf-constantmodel	"[""position""]"	ConstantModel			SOURCE_DECLARED				broad_v1	baseline	sf-constantmodel	statsforecast		sf-constantmodel							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
zeromodel					sf-zeromodel	"[""position""]"	ZeroModel			SOURCE_DECLARED				broad_v1	baseline	sf-zeromodel	statsforecast		sf-zeromodel							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
nanmodel					sf-nanmodel	"[""position""]"	NaNModel			SOURCE_DECLARED				broad_v1	baseline	sf-nanmodel	statsforecast		sf-nanmodel							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
ucm					sf-ucm	"[""position""]"	UCM			SOURCE_DECLARED				broad_v1	decomposition	sf-ucm	statsforecast		sf-ucm							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
rnn					nf-rnn	"[""position""]"	RNN			SOURCE_DECLARED				broad_v1	rnn	nf-rnn	neuralforecast		nf-rnn							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
gru					nf-gru	"[""position""]"	GRU			SOURCE_DECLARED				broad_v1	rnn	nf-gru	neuralforecast		nf-gru							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
lstm					nf-lstm	"[""position""]"	LSTM			SOURCE_DECLARED				broad_v1	rnn	nf-lstm	neuralforecast		nf-lstm							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tcn					nf-tcn	"[""position""]"	TCN			SOURCE_DECLARED				broad_v1	cnn	nf-tcn	neuralforecast		nf-tcn							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
deepar					nf-deepar	"[""position"", ""probability""]"	DeepAR			SOURCE_DECLARED				broad_v1	deep_probabilistic	nf-deepar	neuralforecast		nf-deepar							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
dilatedrnn					nf-dilatedrnn	"[""position""]"	DilatedRNN			SOURCE_DECLARED				broad_v1	rnn	nf-dilatedrnn	neuralforecast		nf-dilatedrnn							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
mlp					nf-mlp	"[""position""]"	MLP			SOURCE_DECLARED				broad_v1	mlp	nf-mlp	neuralforecast		nf-mlp							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
nhits					nf-nhits	"[""position""]"	NHITS			SOURCE_DECLARED				broad_v1	mlp	nf-nhits	neuralforecast		nf-nhits							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
nbeats					nf-nbeats	"[""position""]"	NBEATS			SOURCE_DECLARED				broad_v1	mlp	nf-nbeats	neuralforecast		nf-nbeats							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
nbeatsx					nf-nbeatsx	"[""position"", ""exogenous""]"	NBEATSx			SOURCE_DECLARED				broad_v1	mlp	nf-nbeatsx	neuralforecast		nf-nbeatsx							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
dlinear					nf-dlinear	"[""position""]"	DLinear			SOURCE_DECLARED				broad_v1	linear	nf-dlinear	neuralforecast		nf-dlinear							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
nlinear					nf-nlinear	"[""position""]"	NLinear			SOURCE_DECLARED				broad_v1	linear	nf-nlinear	neuralforecast		nf-nlinear							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tft					nf-tft	"[""position"", ""exogenous"", ""probability""]"	TFT			SOURCE_DECLARED				broad_v1	transformer	nf-tft	neuralforecast		nf-tft							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
vanillatransformer					nf-vanillatransformer	"[""position""]"	VanillaTransformer			SOURCE_DECLARED				broad_v1	transformer	nf-vanillatransformer	neuralforecast		nf-vanillatransformer							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
informer					nf-informer	"[""position""]"	Informer			SOURCE_DECLARED				broad_v1	transformer	nf-informer	neuralforecast		nf-informer							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoformer					nf-autoformer	"[""position""]"	Autoformer			SOURCE_DECLARED				broad_v1	transformer	nf-autoformer	neuralforecast		nf-autoformer	FFT kernel: forces 32-true precision						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
patchtst					nf-patchtst	"[""position""]"	PatchTST			SOURCE_DECLARED				broad_v1	transformer	nf-patchtst	neuralforecast		nf-patchtst							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
fedformer					nf-fedformer	"[""position""]"	FEDformer			SOURCE_DECLARED				broad_v1	transformer	nf-fedformer	neuralforecast		nf-fedformer	FFT kernel: forces 32-true precision						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
stemgnn					nf-stemgnn	"[""position"", ""multivariate""]"	StemGNN			SOURCE_DECLARED				broad_v1	graph	nf-stemgnn	neuralforecast		nf-stemgnn							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
hint					nf-hint	"[""position"", ""probability""]"	HINT			SOURCE_DECLARED				broad_v1	hierarchical	nf-hint	neuralforecast		nf-hint							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
timesnet					nf-timesnet	"[""position""]"	TimesNet			SOURCE_DECLARED				broad_v1	transformer	nf-timesnet	neuralforecast		nf-timesnet	FFT kernel: forces 32-true precision						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
timellm					nf-timellm	"[""position""]"	TimeLLM			SOURCE_DECLARED				broad_v1	transformer	nf-timellm	neuralforecast		nf-timellm							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tsmixer					nf-tsmixer	"[""position"", ""multivariate""]"	TSMixer			SOURCE_DECLARED				broad_v1	mixer	nf-tsmixer	neuralforecast		nf-tsmixer							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tsmixerx					nf-tsmixerx	"[""position"", ""exogenous"", ""multivariate""]"	TSMixerx			SOURCE_DECLARED				broad_v1	mixer	nf-tsmixerx	neuralforecast		nf-tsmixerx							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
mlpmultivariate					nf-mlpmultivariate	"[""position"", ""multivariate""]"	MLPMultivariate			SOURCE_DECLARED				broad_v1	mlp	nf-mlpmultivariate	neuralforecast		nf-mlpmultivariate							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
itransformer					nf-itransformer	"[""position"", ""multivariate""]"	iTransformer			SOURCE_DECLARED				broad_v1	transformer	nf-itransformer	neuralforecast		nf-itransformer							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
bitcn					nf-bitcn	"[""position"", ""exogenous""]"	BiTCN			SOURCE_DECLARED				broad_v1	cnn	nf-bitcn	neuralforecast		nf-bitcn							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tide					nf-tide	"[""position"", ""exogenous""]"	TiDE			SOURCE_DECLARED				broad_v1	mlp	nf-tide	neuralforecast		nf-tide							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
deepnpts					nf-deepnpts	"[""position"", ""probability""]"	DeepNPTS			SOURCE_DECLARED				broad_v1	deep_probabilistic	nf-deepnpts	neuralforecast		nf-deepnpts							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
softs					nf-softs	"[""position"", ""multivariate""]"	SOFTS			SOURCE_DECLARED				broad_v1	mixer	nf-softs	neuralforecast		nf-softs							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
softssharp					nf-softssharp	"[""position"", ""multivariate""]"	SOFTSSharp			SOURCE_DECLARED				broad_v1	mixer	nf-softssharp	neuralforecast		nf-softssharp							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
timemixer					nf-timemixer	"[""position"", ""multivariate""]"	TimeMixer			SOURCE_DECLARED				broad_v1	mixer	nf-timemixer	neuralforecast		nf-timemixer	FFT kernel: forces 32-true precision						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
kan					nf-kan	"[""position""]"	KAN			SOURCE_DECLARED				broad_v1	kan	nf-kan	neuralforecast		nf-kan							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
rmok					nf-rmok	"[""position"", ""multivariate""]"	RMoK			SOURCE_DECLARED				broad_v1	kan	nf-rmok	neuralforecast		nf-rmok							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
timexer					nf-timexer	"[""position"", ""exogenous""]"	TimeXer			SOURCE_DECLARED				broad_v1	transformer	nf-timexer	neuralforecast		nf-timexer							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
xlstm					nf-xlstm	"[""position""]"	xLSTM			SOURCE_DECLARED				broad_v1	rnn	nf-xlstm	neuralforecast		nf-xlstm							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
xlinear					nf-xlinear	"[""position""]"	XLinear			SOURCE_DECLARED				broad_v1	linear	nf-xlinear	neuralforecast		nf-xlinear							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autornn					nfauto-rnn	"[""position"", ""hpo""]"	AutoRNN			SOURCE_DECLARED				broad_v1	rnn	nfauto-rnn	neuralforecast_auto		nfauto-rnn	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autolstm					nfauto-lstm	"[""position"", ""hpo""]"	AutoLSTM			SOURCE_DECLARED				broad_v1	rnn	nfauto-lstm	neuralforecast_auto		nfauto-lstm	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autogru					nfauto-gru	"[""position"", ""hpo""]"	AutoGRU			SOURCE_DECLARED				broad_v1	rnn	nfauto-gru	neuralforecast_auto		nfauto-gru	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotcn					nfauto-tcn	"[""position"", ""hpo""]"	AutoTCN			SOURCE_DECLARED				broad_v1	cnn	nfauto-tcn	neuralforecast_auto		nfauto-tcn	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autodeepar					nfauto-deepar	"[""position"", ""hpo""]"	AutoDeepAR			SOURCE_DECLARED				broad_v1	deep_probabilistic	nfauto-deepar	neuralforecast_auto		nfauto-deepar	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autodilatedrnn					nfauto-dilatedrnn	"[""position"", ""hpo""]"	AutoDilatedRNN			SOURCE_DECLARED				broad_v1	rnn	nfauto-dilatedrnn	neuralforecast_auto		nfauto-dilatedrnn	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autobitcn					nfauto-bitcn	"[""position"", ""hpo""]"	AutoBiTCN			SOURCE_DECLARED				broad_v1	cnn	nfauto-bitcn	neuralforecast_auto		nfauto-bitcn	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoxlstm					nfauto-xlstm	"[""position"", ""hpo""]"	AutoxLSTM			SOURCE_DECLARED				broad_v1	rnn	nfauto-xlstm	neuralforecast_auto		nfauto-xlstm	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
automlp					nfauto-mlp	"[""position"", ""hpo""]"	AutoMLP			SOURCE_DECLARED				broad_v1	mlp	nfauto-mlp	neuralforecast_auto		nfauto-mlp	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autonbeats					nfauto-nbeats	"[""position"", ""hpo""]"	AutoNBEATS			SOURCE_DECLARED				broad_v1	mlp	nfauto-nbeats	neuralforecast_auto		nfauto-nbeats	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autonbeatsx					nfauto-nbeatsx	"[""position"", ""hpo""]"	AutoNBEATSx			SOURCE_DECLARED				broad_v1	mlp	nfauto-nbeatsx	neuralforecast_auto		nfauto-nbeatsx	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autonhits					nfauto-nhits	"[""position"", ""hpo""]"	AutoNHITS			SOURCE_DECLARED				broad_v1	mlp	nfauto-nhits	neuralforecast_auto		nfauto-nhits	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autodlinear					nfauto-dlinear	"[""position"", ""hpo""]"	AutoDLinear			SOURCE_DECLARED				broad_v1	linear	nfauto-dlinear	neuralforecast_auto		nfauto-dlinear	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autonlinear					nfauto-nlinear	"[""position"", ""hpo""]"	AutoNLinear			SOURCE_DECLARED				broad_v1	linear	nfauto-nlinear	neuralforecast_auto		nfauto-nlinear	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotide					nfauto-tide	"[""position"", ""hpo""]"	AutoTiDE			SOURCE_DECLARED				broad_v1	mlp	nfauto-tide	neuralforecast_auto		nfauto-tide	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autodeepnpts					nfauto-deepnpts	"[""position"", ""hpo""]"	AutoDeepNPTS			SOURCE_DECLARED				broad_v1	deep_probabilistic	nfauto-deepnpts	neuralforecast_auto		nfauto-deepnpts	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autokan					nfauto-kan	"[""position"", ""hpo""]"	AutoKAN			SOURCE_DECLARED				broad_v1	kan	nfauto-kan	neuralforecast_auto		nfauto-kan	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotft					nfauto-tft	"[""position"", ""hpo""]"	AutoTFT			SOURCE_DECLARED				broad_v1	transformer	nfauto-tft	neuralforecast_auto		nfauto-tft	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autovanillatransformer					nfauto-vanillatransformer	"[""position"", ""hpo""]"	AutoVanillaTransformer			SOURCE_DECLARED				broad_v1	transformer	nfauto-vanillatransformer	neuralforecast_auto		nfauto-vanillatransformer	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoinformer					nfauto-informer	"[""position"", ""hpo""]"	AutoInformer			SOURCE_DECLARED				broad_v1	transformer	nfauto-informer	neuralforecast_auto		nfauto-informer	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoautoformer					nfauto-autoformer	"[""position"", ""hpo""]"	AutoAutoformer			SOURCE_DECLARED				broad_v1	transformer	nfauto-autoformer	neuralforecast_auto		nfauto-autoformer	official AutoModel; backend/search resolved at runtime; FFT kernel forces 32-true precision						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autofedformer					nfauto-fedformer	"[""position"", ""hpo""]"	AutoFEDformer			SOURCE_DECLARED				broad_v1	transformer	nfauto-fedformer	neuralforecast_auto		nfauto-fedformer	official AutoModel; backend/search resolved at runtime; FFT kernel forces 32-true precision						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autopatchtst					nfauto-patchtst	"[""position"", ""hpo""]"	AutoPatchTST			SOURCE_DECLARED				broad_v1	transformer	nfauto-patchtst	neuralforecast_auto		nfauto-patchtst	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoitransformer					nfauto-itransformer	"[""position"", ""hpo"", ""multivariate""]"	AutoiTransformer			SOURCE_DECLARED				broad_v1	transformer	nfauto-itransformer	neuralforecast_auto		nfauto-itransformer	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotimexer					nfauto-timexer	"[""position"", ""hpo""]"	AutoTimeXer			SOURCE_DECLARED				broad_v1	transformer	nfauto-timexer	neuralforecast_auto		nfauto-timexer	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotimesnet					nfauto-timesnet	"[""position"", ""hpo""]"	AutoTimesNet			SOURCE_DECLARED				broad_v1	transformer	nfauto-timesnet	neuralforecast_auto		nfauto-timesnet	official AutoModel; backend/search resolved at runtime; FFT kernel forces 32-true precision						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autostemgnn					nfauto-stemgnn	"[""position"", ""hpo"", ""multivariate""]"	AutoStemGNN			SOURCE_DECLARED				broad_v1	graph	nfauto-stemgnn	neuralforecast_auto		nfauto-stemgnn	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autohint					nfauto-hint	"[""position"", ""hpo""]"	AutoHINT			SOURCE_DECLARED				broad_v1	hierarchical	nfauto-hint	neuralforecast_auto		nfauto-hint	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotsmixer					nfauto-tsmixer	"[""position"", ""hpo"", ""multivariate""]"	AutoTSMixer			SOURCE_DECLARED				broad_v1	mixer	nfauto-tsmixer	neuralforecast_auto		nfauto-tsmixer	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotsmixerx					nfauto-tsmixerx	"[""position"", ""hpo"", ""multivariate""]"	AutoTSMixerx			SOURCE_DECLARED				broad_v1	mixer	nfauto-tsmixerx	neuralforecast_auto		nfauto-tsmixerx	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
automlpmultivariate					nfauto-mlpmultivariate	"[""position"", ""hpo"", ""multivariate""]"	AutoMLPMultivariate			SOURCE_DECLARED				broad_v1	mlp	nfauto-mlpmultivariate	neuralforecast_auto		nfauto-mlpmultivariate	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autosofts					nfauto-softs	"[""position"", ""hpo"", ""multivariate""]"	AutoSOFTS			SOURCE_DECLARED				broad_v1	mixer	nfauto-softs	neuralforecast_auto		nfauto-softs	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autosoftssharp					nfauto-softssharp	"[""position"", ""hpo"", ""multivariate""]"	AutoSOFTSSharp			SOURCE_DECLARED				broad_v1	mixer	nfauto-softssharp	neuralforecast_auto		nfauto-softssharp	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autotimemixer					nfauto-timemixer	"[""position"", ""hpo"", ""multivariate""]"	AutoTimeMixer			SOURCE_DECLARED				broad_v1	mixer	nfauto-timemixer	neuralforecast_auto		nfauto-timemixer	official AutoModel; backend/search resolved at runtime; FFT kernel forces 32-true precision						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
